"Mã tuyến","Tên tuyến","Cự ly (km)","Giá vé","Thời gian hoạt động","Số chuyến/ngày","Thời gian 1 chuyến","Giãn cách chuyến","Đơn vị đảm nhận","Loại xe","Loại hình hoạt động","Chiều đi","Chiều về","URL nguồn"
"01","BX Gia Lâm - BX Yên Nghĩa","","7000đ/lượt","","","","","","","","Bến xe Gia Lâm - Ngô Gia Khảm - Ngọc Lâm - Nguyễn Văn Cừ - Cầu Chương Dương - Trần Nhật Duật - Yên Phụ - Điểm trung chuyển Long Biên - Hàng Đậu - Hàng Cót - Hàng Gà - Hàng Điếu - Đường Thành - Phủ Doãn - Triệu Quốc Đạt - Hai Bà Trưng - Lê Duẩn - Khâm Thiên - Đường mới (Vành đai 1) - Quay đầu tại điểm mở dải phân cách - Đường mới (Vành đai 1)- Nguyễn Lương Bằng - Tây Sơn - Ngã tư Sở - Nguyễn Trãi - Trần Phú (Hà Đông) - Quang Trung (Hà Đông) - Ba La - Quốc lộ 6 - Bến xe Yên Nghĩa.","Bến xe Yên Nghĩa - Quốc lộ 6 - Ba La - Quang Trung (Hà Đông) - Trần Phú (Hà Đông) - Nguyễn Trãi - Ngã tư Sở - Tây Sơn - Nguyễn Lương Bằng - Xã Đàn - Quay đầu tại đối diện ngõ Xã Đàn 2 - Xã Đàn - Khâm Thiên - Nguyễn Thượng Hiền - Yết Kiêu - Trần Hưng Đạo - Quán Sứ - Hàng Da - Đường Thành - Phùng Hưng - Lê Văn Linh - Phùng Hưng (đường trong) - Phan Đình Phùng - Hàng Đậu - Trần Nhật Duật - Cầu Chương Dương - Nguyễn Văn Cừ - Nguyễn Sơn - Ngọc Lâm - Ngô Gia Khảm - Bến xe Gia Lâm. Đơn vị đảm nhận: Xí Nghiệp Xe Buýt Hà Nội (Hanoibus) Loại hình hoạt động: Cự ly: 22.4 km Loại xe: chỗ Thời gian hoạt động: 5h00 - 21h00(BX Gia Lâm); 5h05 - 21h00(BX Yên Nghĩa) /CN: 5h00 - 21h00 Thời gian kế hoạch 1 lượt: 65 phút Giá vé: 7000đ/lượt Số chuyến: 13 - 16 xe chuyến/ngày Thời gian chuyến: phút Giãn cách chuyến: Ngày thường: 10 - 15 phút/chuyến/ Chủ nhật: 12-20 phút/chuyến phút Lộ trình Chiều đi tuyến 01 A (A) BX Gia Lâm 01 1 549 Nguyễn Văn Cừ - Biển báo số 1 2 Cty Cầu 5 Thăng Long - 307 Nguyễn Văn Cừ 3 135 Nguyễn Văn Cừ 4 E3.1 Trung chuyển Long Biên 5 50 Hàng Cót 6 28 Đường Thành 7 Bệnh viện Phụ sản TW - Đối diện số 4 Triệu Quốc Đạt 8 Đối diện tháp Hà Nội - Hai Bà Trưng (cạnh 56 Hai Bà Trưng) 9 Tổng công ty Đường sắt Việt Nam - 116 Lê Duẩn 10 Ga Hà Nội - 120 Lê Duẩn 11 78-80A Khâm Thiên (Đối diện 71) 12 274-276 Khâm Thiên 13 142-144 Nguyễn Lương Bằng 14 Gò Đống Đa - Tây Sơn 15 290 Tây Sơn 16 94 Nguyễn Trãi 17 332 Nguyễn Trãi 18 386 Nguyễn Trãi - Cục Sở hữu trí tuệ 19 Hè trước Bách hóa Thanh Xuân - đường Nguyễn Trãi 20 204-206 Nguyễn Trãi ( Gần ngã 3 Nguyễn Trãi - Lương Thế Vinh ) 21 Công ty CP Công trình GT 873 - Nguyễn Trãi 22 Cửa hàng bán xe ôtô Hoà Bình - Trần Phú (Hà Đông) 23 Học viện công nghệ bưu chính viễn thông - Trần Phú (Hà Đông) 24 Công ty Điện lực TP cơ sở 2 - 100 Trần Phú (Hà Đông) 25 Khách sạn Sông Nhuệ (148 Trần Phú- Hà Đông) 26 8 Quang Trung - Siêu thị Hiway 27 Chi cục quản lý thị trường Hà Nội - 78 Quang Trung (Hà Đông) 28 Nhà thi đấu Hà Đông - 182 Quang Trung (Hà Đông) 29 268 Quang Trung - Hà Đông 30 Đối diện KĐT Văn Phú - 418 Quang Trung (Hà Đông) 31 530 - 532 Quang Trung (Hà Đông) 32 678 - 680 Quang Trung (Hà Đông) 33 Showroom ô tô Trường Sơn (đối diện Nissan Hà Đông km 14+600, Quốc lộ 6) 34 Đối diện trường trung cấp kinh tế - Tài chính Hà Nội B (B) Bến xe Yên Nghĩa 01 Chiều về tuyến 01 A (B) Bến xe Yên Nghĩa 01 1 Trường trung cấp Kinh tế - Tài chính Hà Nội - Quốc lộ 6 2 807 Quang Trung (Hà Đông) 3 707 - 709 Quang Trung ( HĐ) 4 521 Quang Trung (Hà Đông) 5 405-407 Quang Trung (Hà Đông) 6 267 Quang Trung (Hà Đông) 7 85 Quang Trung (Hà Đông) - Đình Cầu Đơ 8 15 Quang Trung (Hà Đông) 9 Liên Minh các HTX Hà Nội - Số 1 Trần Phú (Hà Đông) 10 Siêu thị Nguyễn Kim - Km10 Nguyễn Trãi, Hà Đông 11 Đại học Kiến Trúc - Trần Phú (Hà Đông) 12 Học viện An ninh nhân dân - Trần Phú (Hà Đông ) 13 565 Nguyễn Trãi 14 Tổng Công ty xây dựng Sông Đà - 493 Nguyễn Trãi 15 477 Nguyễn Trãi - Học viện Khoa học Xã hội 16 Hè trước tòa nhà Golden Land - 275 Nguyễn Trãi 17 Công ty thuốc lá Thăng Long - 235 Nguyễn Trãi 18 Ngã 3 Kim Giang - 185A Nguyễn Trãi 19 Sân vận động Thượng Đình - 129 Nguyễn Trãi 20 Đại học Thuỷ Lợi - 175 Tây Sơn (Cột 1) 21 Đại học Công Đoàn - 169 Tây Sơn 22 83 Nguyễn Lương Bằng 23 221A-221B Khâm Thiên (Đối diện 302) 24 Đài tưởng niệm Khâm Thiên - Đối diện 60 Khâm Thiên 25 1A Yết Kiêu 26 Cung VH Hữu Nghị Việt Xô - 91 Trần Hưng Đạo 27 65 Quán Sứ (Đối diện 80 Quán Sứ) 28 Bệnh viện Việt Đức - Đối diện số 10 Quán Sứ 29 115 Phùng Hưng 30 Đối diện 16 Phùng Hưng (đường trong) 31 80 Trần Nhật Duật 32 162 Nguyễn Văn Cừ - Biển báo số 1 33 358 - 360 Nguyễn Văn Cừ 34 Đối diện 447 Ngọc Lâm - Vườn hoa Gia Lâm B (A) BX Gia Lâm 01 Điểm dừng xe bus 01 hà nội (A) BX Gia Lâm 01549 Nguyễn Văn Cừ - Biển báo số 1Cty Cầu 5 Thăng Long - 307 Nguyễn Văn Cừ 135 Nguyễn Văn CừE3.1 Trung chuyển Long Biên50 Hàng Cót28 Đường ThànhBệnh viện Phụ sản TW - Đối diện số 4 Triệu Quốc ĐạtĐối diện tháp Hà Nội - Hai Bà Trưng (cạnh 56 Hai Bà Trưng)Tổng công ty Đường sắt Việt Nam - 116 Lê DuẩnGa Hà Nội - 120 Lê Duẩn78-80A Khâm Thiên (Đối diện 71)274-276 Khâm Thiên 142-144 Nguyễn Lương BằngGò Đống Đa - Tây Sơn290 Tây Sơn94 Nguyễn Trãi332 Nguyễn Trãi386 Nguyễn Trãi - Cục Sở hữu trí tuệHè trước Bách hóa Thanh Xuân - đường Nguyễn Trãi204-206 Nguyễn Trãi ( Gần ngã 3 Nguyễn Trãi - Lương Thế Vinh )Công ty CP Công trình GT 873 - Nguyễn TrãiCửa hàng bán xe ôtô Hoà Bình - Trần Phú (Hà Đông)Học viện công nghệ bưu chính viễn thông - Trần Phú (Hà Đông)Công ty Điện lực TP cơ sở 2 - 100 Trần Phú (Hà Đông)Khách sạn Sông Nhuệ (148 Trần Phú- Hà Đông)8 Quang Trung - Siêu thị HiwayChi cục quản lý thị trường Hà Nội - 78 Quang Trung (Hà Đông)Nhà thi đấu Hà Đông - 182 Quang Trung (Hà Đông)268 Quang Trung - Hà ĐôngĐối diện KĐT Văn Phú - 418 Quang Trung (Hà Đông)530 - 532 Quang Trung (Hà Đông)678 - 680 Quang Trung (Hà Đông)Showroom ô tô Trường Sơn (đối diện Nissan Hà Đông km 14+600, Quốc lộ 6)Đối diện trường trung cấp kinh tế - Tài chính Hà Nội(B) Bến xe Yên Nghĩa 01Trường trung cấp Kinh tế - Tài chính Hà Nội - Quốc lộ 6807 Quang Trung (Hà Đông)707 - 709 Quang Trung ( HĐ)521 Quang Trung (Hà Đông)405-407 Quang Trung (Hà Đông)267 Quang Trung (Hà Đông)85 Quang Trung (Hà Đông) - Đình Cầu Đơ15 Quang Trung (Hà Đông)Liên Minh các HTX Hà Nội - Số 1 Trần Phú (Hà Đông)Siêu thị Nguyễn Kim - Km10 Nguyễn Trãi, Hà ĐôngĐại học Kiến Trúc - Trần Phú (Hà Đông)Học viện An ninh nhân dân - Trần Phú (Hà Đông )565 Nguyễn TrãiTổng Công ty xây dựng Sông Đà - 493 Nguyễn Trãi477 Nguyễn Trãi - Học viện Khoa học Xã hộiHè trước tòa nhà Golden Land - 275 Nguyễn TrãiCông ty thuốc lá Thăng Long - 235 Nguyễn TrãiNgã 3 Kim Giang - 185A Nguyễn TrãiSân vận động Thượng Đình - 129 Nguyễn TrãiĐại học Thuỷ Lợi - 175 Tây Sơn (Cột 1)Đại học Công Đoàn - 169 Tây Sơn83 Nguyễn Lương Bằng221A-221B Khâm Thiên (Đối diện 302)Đài tưởng niệm Khâm Thiên - Đối diện 60 Khâm Thiên1A Yết KiêuCung VH Hữu Nghị Việt Xô - 91 Trần Hưng Đạo65 Quán Sứ (Đối diện 80 Quán Sứ)Bệnh viện Việt Đức - Đối diện số 10 Quán Sứ115 Phùng HưngĐối diện 16 Phùng Hưng (đường trong)80 Trần Nhật Duật 162 Nguyễn Văn Cừ - Biển báo số 1358 - 360 Nguyễn Văn CừĐối diện 447 Ngọc Lâm - Vườn hoa Gia Lâm Xe-Buýt.com - Tìm kiếm xe buýt, danh sách, lộ trình các tuyến, trạm dừng, bản đồ đường đi xe buýt tại TP.HCM, xe bus Hà Nội","https://xe-buyt.com/bx-gia-lam-bx-yen-nghia.html"
"02","Bác cổ - BX Yên Nghĩa","","7000đ/lượt","","","","","","","","Bác Cổ (Bãi đỗ xe Trần Khánh Dư) - Trần Khánh Dư (đường dưới) - Trần Hưng Đạo - Lê Thánh Tông - Hai Bà Trưng - Quang Trung - Tràng Thi - Điện Biên Phủ - Trần Phú - Chu Văn An - Tôn Đức Thắng - Đường mới (Vành đai 1) - Quay đầu tại điểm mở dải phân cách - Đường mới (Vành đai 1) - Nguyễn Lương Bằng - Tây Sơn - Ngã tư Sở - Nguyễn Trãi - Trần Phú (Hà Đông) - Quang Trung (Hà Đông) - Ba La - Quốc Lộ 6 - BX Yên Nghĩa.","Bến xe Yên Nghĩa - Quốc Lộ 6 - Ba La - Quang Trung (Hà Đông) - Trần Phú (Hà Đông) - Nguyễn Trãi - Ngã tư Sở - Tây Sơn - Nguyễn Lương Bằng - Xã Đàn - Quay đầu tại đối diện ngõ Xã Đàn 2 - Xã Đàn - Tôn Đức Thắng - Nguyễn Thái Học - Phan Bội Châu - Hai Bà Trưng - Phan Chu Trinh - Tràng Tiền - Bác Cổ (Bãi đỗ xe Trần Khánh Dư). Đơn vị đảm nhận: Xí Nghiệp Xe buýt nhanh BRT Hà Nội (Hanoibus) Loại hình hoạt động: Cự ly: 17.3 km Loại xe: chỗ Thời gian hoạt động: 5h00 - 22h30 Thời gian kế hoạch 1 lượt: 40-50-55 phút. Giá vé: 7000đ/lượt Số chuyến: 20 - 28 Xe chuyến/ngày Thời gian chuyến: phút Giãn cách chuyến: 5 - 10 - 15 phút/chuyến. phút Lộ trình Chiều đi tuyến 02 A (A) Trần Khánh Dư 2 1 Đối diện Bệnh Viện Trung ương Quân đội 108 - Trần Hưng Đạo 2 9 Trần Thánh Tông 3 Hè cạnh vườn hoa 19-8 4 22B Hai Bà Trưng 5 48 Hai Bà Trưng - Viện Kiểm Nghiệm thuốc Trung ương 6 6-8 Tràng Thi (Qua ngã 4 Tràng Thi - Lý Quốc Sư) 7 Bệnh viện Việt Đức - 40 Tràng Thi 8 12A Điện Biên Phủ 9 Công viên Lê nin - Đối diện 34 Trần Phú 10 Bệnh viện Xanhpon - 12 Chu Văn An 11 92-94 Tôn Đức Thắng 12 160 Tôn Đức Thắng 13 276 Tôn Đức Thắng 14 142-144 Nguyễn Lương Bằng 15 Gò Đống Đa - Tây Sơn 16 290 Tây Sơn 17 94 Nguyễn Trãi 18 332 Nguyễn Trãi 19 386 Nguyễn Trãi - Cục Sở hữu trí tuệ 20 Hè trước Bách hóa Thanh Xuân - đường Nguyễn Trãi 21 204-206 Nguyễn Trãi ( Gần ngã 3 Nguyễn Trãi - Lương Thế Vinh ) 22 Công ty CP Công trình GT 873 - Nguyễn Trãi 23 Cửa hàng bán xe ôtô Hoà Bình - Trần Phú (Hà Đông) 24 Học viện công nghệ bưu chính viễn thông - Trần Phú (Hà Đông) 25 Công ty Điện lực TP cơ sở 2 - 100 Trần Phú (Hà Đông) 26 Khách sạn Sông Nhuệ (148 Trần Phú- Hà Đông) 27 8 Quang Trung - Siêu thị Hiway 28 Chi cục quản lý thị trường Hà Nội - 78 Quang Trung (Hà Đông) 29 Nhà thi đấu Hà Đông - 182 Quang Trung (Hà Đông) 30 268 Quang Trung - Hà Đông 31 Đối diện KĐT Văn Phú - 418 Quang Trung (Hà Đông) 32 530 - 532 Quang Trung (Hà Đông) 33 678 - 680 Quang Trung (Hà Đông) 34 Showroom ô tô Trường Sơn (đối diện Nissan Hà Đông km 14+600, Quốc lộ 6) 35 Đối diện trường trung cấp kinh tế - Tài chính Hà Nội B (B) Bến xe Yên Nghĩa 02 Chiều về tuyến 02 A (B) Bến xe Yên Nghĩa 02 1 Trường trung cấp Kinh tế - Tài chính Hà Nội - Quốc lộ 6 2 807 Quang Trung (Hà Đông) 3 707 - 709 Quang Trung ( HĐ) 4 521 Quang Trung (Hà Đông) 5 405-407 Quang Trung (Hà Đông) 6 267 Quang Trung (Hà Đông) 7 85 Quang Trung (Hà Đông) - Đình Cầu Đơ 8 15 Quang Trung (Hà Đông) 9 Liên Minh các HTX Hà Nội - Số 1 Trần Phú (Hà Đông) 10 Siêu thị Nguyễn Kim - Km10 Nguyễn Trãi, Hà Đông 11 Đại học Kiến Trúc - Trần Phú (Hà Đông) 12 Học viện An ninh nhân dân - Trần Phú (Hà Đông ) 13 565 Nguyễn Trãi 14 Tổng Công ty xây dựng Sông Đà - 493 Nguyễn Trãi 15 477 Nguyễn Trãi - Học viện Khoa học Xã hội 16 Hè trước tòa nhà Golden Land - 275 Nguyễn Trãi 17 Công ty thuốc lá Thăng Long - 235 Nguyễn Trãi 18 Ngã 3 Kim Giang - 185A Nguyễn Trãi 19 Sân vận động Thượng Đình - 129 Nguyễn Trãi 20 Đại học Thuỷ Lợi - 175 Tây Sơn (Cột 1) 21 Đại học Công Đoàn - 169 Tây Sơn 22 83 Nguyễn Lương Bằng 23 283 Tôn Đức Thắng 24 Trạm Biến áp Hàng Bột 1 - 107 Tôn Đức Thắng 25 Đối diện số 40 Tôn Đức Thắng (Văn Miếu) 26 85 Nguyễn Thái Học - Trường TH Lý Thường Kiệt 27 7 Nguyễn Thái Học - Cửa Nam 28 49 Hai Bà Trưng - Tháp Hà Nội 29 37 Hai Bà Trưng - Bệnh viện Việt Nam Cu Ba 30 Đối diện 16 Hai Bà Trưng (Ngã 4 Hai Bà Trưng- Ngô Quyền) 31 Đối diện 6C Phan Chu Trinh B Trung chuyển Trần Khánh Dư (Khu đón khách) Điểm dừng xe bus 02 hà nội Đối diện 6C Phan Chu Trinh142-144 Nguyễn Lương BằngGò Đống Đa - Tây Sơn290 Tây Sơn94 Nguyễn Trãi332 Nguyễn Trãi386 Nguyễn Trãi - Cục Sở hữu trí tuệHè trước Bách hóa Thanh Xuân - đường Nguyễn Trãi204-206 Nguyễn Trãi ( Gần ngã 3 Nguyễn Trãi - Lương Thế Vinh )Công ty CP Công trình GT 873 - Nguyễn TrãiCửa hàng bán xe ôtô Hoà Bình - Trần Phú (Hà Đông)Học viện công nghệ bưu chính viễn thông - Trần Phú (Hà Đông)Công ty Điện lực TP cơ sở 2 - 100 Trần Phú (Hà Đông)Khách sạn Sông Nhuệ (148 Trần Phú- Hà Đông)8 Quang Trung - Siêu thị HiwayChi cục quản lý thị trường Hà Nội - 78 Quang Trung (Hà Đông)Nhà thi đấu Hà Đông - 182 Quang Trung (Hà Đông)268 Quang Trung - Hà ĐôngĐối diện KĐT Văn Phú - 418 Quang Trung (Hà Đông)530 - 532 Quang Trung (Hà Đông)678 - 680 Quang Trung (Hà Đông)Showroom ô tô Trường Sơn (đối diện Nissan Hà Đông km 14+600, Quốc lộ 6)Đối diện trường trung cấp kinh tế - Tài chính Hà NộiTrường trung cấp Kinh tế - Tài chính Hà Nội - Quốc lộ 6807 Quang Trung (Hà Đông)707 - 709 Quang Trung ( HĐ)521 Quang Trung (Hà Đông)405-407 Quang Trung (Hà Đông)267 Quang Trung (Hà Đông)85 Quang Trung (Hà Đông) - Đình Cầu Đơ15 Quang Trung (Hà Đông)Liên Minh các HTX Hà Nội - Số 1 Trần Phú (Hà Đông)Siêu thị Nguyễn Kim - Km10 Nguyễn Trãi, Hà ĐôngĐại học Kiến Trúc - Trần Phú (Hà Đông)Học viện An ninh nhân dân - Trần Phú (Hà Đông )565 Nguyễn TrãiTổng Công ty xây dựng Sông Đà - 493 Nguyễn Trãi477 Nguyễn Trãi - Học viện Khoa học Xã hộiHè trước tòa nhà Golden Land - 275 Nguyễn TrãiCông ty thuốc lá Thăng Long - 235 Nguyễn TrãiNgã 3 Kim Giang - 185A Nguyễn TrãiSân vận động Thượng Đình - 129 Nguyễn TrãiĐại học Thuỷ Lợi - 175 Tây Sơn (Cột 1)Đại học Công Đoàn - 169 Tây Sơn83 Nguyễn Lương Bằng(A) Trần Khánh Dư 2Đối diện Bệnh Viện Trung ương Quân đội 108 - Trần Hưng Đạo9 Trần Thánh TôngHè cạnh vườn hoa 19-822B Hai Bà Trưng48 Hai Bà Trưng - Viện Kiểm Nghiệm thuốc Trung ương6-8 Tràng Thi (Qua ngã 4 Tràng Thi - Lý Quốc Sư)Bệnh viện Việt Đức - 40 Tràng Thi12A Điện Biên PhủCông viên Lê nin - Đối diện 34 Trần PhúBệnh viện Xanhpon - 12 Chu Văn An92-94 Tôn Đức Thắng160 Tôn Đức Thắng 276 Tôn Đức Thắng (B) Bến xe Yên Nghĩa 02283 Tôn Đức ThắngTrạm Biến áp Hàng Bột 1 - 107 Tôn Đức ThắngĐối diện số 40 Tôn Đức Thắng (Văn Miếu)85 Nguyễn Thái Học - Trường TH Lý Thường Kiệt7 Nguyễn Thái Học - Cửa Nam49 Hai Bà Trưng - Tháp Hà Nội37 Hai Bà Trưng - Bệnh viện Việt Nam Cu BaĐối diện 16 Hai Bà Trưng (Ngã 4 Hai Bà Trưng- Ngô Quyền)Trung chuyển Trần Khánh Dư (Khu đón khách) Xe-Buýt.com - Tìm kiếm xe buýt, danh sách, lộ trình các tuyến, trạm dừng, bản đồ đường đi xe buýt tại TP.HCM, xe bus Hà Nội","https://xe-buyt.com/bac-co-bx-yen-nghia.html"
"03A","BX Giáp Bát - BX Gia Lâm","","7000đ/lượt","","","","","","","","Bến xe Giáp Bát - Giải Phóng - Lê Duẩn - Nguyễn Thượng Hiền - Yết Kiêu - Trần Hưng Đạo - Trần Khánh Dư - Trần Quang Khải - Trần Nhật Duật - Long Biên (Điểm quay đầu trước phố Hàng Khoai) - Trần Nhật Duật - Cầu Chương Dương - Nguyễn Văn Cừ - Nguyễn Sơn - Ngọc Lâm - Ngô Gia Khảm - Bến xe Gia Lâm","Bến xe Gia Lâm - Ngô Gia Khảm - Ngọc Lâm - Nguyễn Văn Cừ - Cầu Chương Dương - Trần Nhật Duật - Long Biên (Điểm quay đầu trước phố Hàng Khoai) - Trần Nhật Duật - Trần Quang Khải - Trần Khánh Dư - Trần Hưng Đạo - Lê Duẩn - Giải Phóng - Ngã 3 Đuôi Cá - Bến xe Giáp Bát. Đơn vị đảm nhận: Xí Nghiệp Xe Buýt Hà Nội (Hanoibus) Loại hình hoạt động: Cự ly: 13.9 km Loại xe: chỗ Thời gian hoạt động: 5h03 - 21h03/ CN: 5h00 (5h05 Gia Lâm) - 21h00/ Thời gian kế hoạch 1 lượt: 45 - 50 phút. Giá vé: 7000đ/lượt Số chuyến: 11 - 12 Xe chuyến/ngày Thời gian chuyến: phút Giãn cách chuyến: 10 phút/chuyến phút Lộ trình Chiều đi tuyến 03A A Dải đỗ số 1 bến xe Giáp Bát - Tuyến 03 1 Toyota Giải Phóng - 807 Giải Phóng 2 649 Giải Phóng 3 487 Giải Phóng 4 175-177 Giải Phóng (Ngã 3 Lê Thanh Nghị) 5 17 Giải Phóng - Biển báo số 2 6 Đối diện 394 Lê Duẩn 7 Công viên Thống Nhất - Đối diện 326 Lê Duẩn 8 1A Yết Kiêu 9 Cung VH Hữu Nghị Việt Xô - 91 Trần Hưng Đạo 10 67 Trần Hưng Đạo 11 Trường Tiểu học Võ Thị Sáu - 35 Trần Hưng Đạo 12 13A Trần Hưng Đạo 13 Cổng bệnh viện Quân y 108 - Đối diện 2E Trần Hưng Đạo 14 Đối diện khu tập thể 15C Trần Khánh Dư (chiều Trần Khánh Dư đi cầu Chương Dương) 15 Trước Phố Chương Dương Độ (Đối diện 198 Trần Quang Khải) 16 Cạnh Phố Hàm Tử Quan (Đối diện 162 Trần Quang Khải) 17 80 Trần Nhật Duật 18 Tổng cục Hải Quan - 162 Nguyễn Văn Cừ (Cột 2) 19 358 - 360 Nguyễn Văn Cừ 20 Đối diện 447 Ngọc Lâm - Vườn hoa Gia Lâm B (B) Gia Lâm 03 Chiều về tuyến 03A A (B) Gia Lâm 03 1 549 Nguyễn Văn Cừ - Biển báo số 2 2 Cty Cầu 5 Thăng Long - 307 Nguyễn Văn Cừ 3 135 Nguyễn Văn Cừ 4 Trần Nhật Duật (373 Hồng Hà) - Gần Hàm Tử Quan 5 162 Trần Quang Khải - Viện Quy hoạch Thủy Lợi 6 Vườn hoa Trần Quang Khải (Đối diện BQL Xây dựng công trình Công ích) 7 Trung chuyển Trần Khánh Dư (Khu đón khách) 8 Đối diện Bệnh Viện Trung ương Quân đội 108 - Trần Hưng Đạo 9 16 Trần Hưng Đạo 10 32 Trần Hưng Đạo 11 Thư viện Hà Nội - 54E Trần Hưng Đạo 12 80 Trần Hưng Đạo - Bộ Giao thông vận tải 13 Ga Hà Nội - 120 Lê Duẩn 14 254-256 Lê Duẩn 15 358-360 Lê Duẩn 16 Đối diện cổng Parabol ĐH Bách Khoa - 64 Giải Phóng 17 Bệnh viện Bạch Mai - 78 Giải Phóng 18 196 Giải Phóng - Ngân hàng Nông nghiệp & PTNT Chi nhánh Nam Hà Nội 19 352 Giải Phóng 20 Đối diện 807 Giải Phóng B (A) Bến xe Giáp Bát 3 Điểm dừng xe bus 03A hà nội Trước Phố Chương Dương Độ (Đối diện 198 Trần Quang Khải)Cạnh Phố Hàm Tử Quan (Đối diện 162 Trần Quang Khải)Tổng cục Hải Quan - 162 Nguyễn Văn Cừ (Cột 2)(B) Gia Lâm 03549 Nguyễn Văn Cừ - Biển báo số 2Trần Nhật Duật (373 Hồng Hà) - Gần Hàm Tử Quan162 Trần Quang Khải - Viện Quy hoạch Thủy LợiVườn hoa Trần Quang Khải (Đối diện BQL Xây dựng công trình Công ích)16 Trần Hưng Đạo32 Trần Hưng ĐạoThư viện Hà Nội - 54E Trần Hưng Đạo80 Trần Hưng Đạo - Bộ Giao thông vận tải 254-256 Lê Duẩn358-360 Lê Duẩn Đối diện cổng Parabol ĐH Bách Khoa - 64 Giải PhóngBệnh viện Bạch Mai - 78 Giải Phóng196 Giải Phóng - Ngân hàng Nông nghiệp & PTNT Chi nhánh Nam Hà Nội352 Giải PhóngĐối diện 807 Giải Phóng(A) Bến xe Giáp Bát 3Cty Cầu 5 Thăng Long - 307 Nguyễn Văn Cừ 135 Nguyễn Văn CừGa Hà Nội - 120 Lê Duẩn1A Yết KiêuCung VH Hữu Nghị Việt Xô - 91 Trần Hưng Đạo80 Trần Nhật Duật 358 - 360 Nguyễn Văn CừĐối diện 447 Ngọc Lâm - Vườn hoa Gia LâmĐối diện Bệnh Viện Trung ương Quân đội 108 - Trần Hưng ĐạoTrung chuyển Trần Khánh Dư (Khu đón khách)Dải đỗ số 1 bến xe Giáp Bát - Tuyến 03Toyota Giải Phóng - 807 Giải Phóng649 Giải Phóng487 Giải Phóng175-177 Giải Phóng (Ngã 3 Lê Thanh Nghị)17 Giải Phóng - Biển báo số 2Đối diện 394 Lê DuẩnCông viên Thống Nhất - Đối diện 326 Lê Duẩn67 Trần Hưng ĐạoTrường Tiểu học Võ Thị Sáu - 35 Trần Hưng Đạo13A Trần Hưng ĐạoCổng bệnh viện Quân y 108 - Đối diện 2E Trần Hưng ĐạoĐối diện khu tập thể 15C Trần Khánh Dư (chiều Trần Khánh Dư đi cầu Chương Dương) Xe-Buýt.com - Tìm kiếm xe buýt, danh sách, lộ trình các tuyến, trạm dừng, bản đồ đường đi xe buýt tại TP.HCM, xe bus Hà Nội","https://xe-buyt.com/bx-giap-bat-bx-gia-lam.html"
